collection_date	submissions	country
2020-03-14	6	Germany
2020-03-14	140	United Kingdom
2020-03-14	6	Netherlands
2020-03-14	23	Switzerland
2020-03-14	2	Malaysia
2020-03-14	8	Austria
2020-03-14	2	Hong Kong
2020-03-14	7	Brazil
2020-03-13	185	USA
2020-03-13	4	Denmark
2020-03-13	16	Australia
2020-03-13	17	Netherlands
2020-03-13	2	Germany
2020-03-13	23	Austria
2020-03-13	38	Switzerland
2020-03-13	163	United Kingdom
2020-03-13	3	Brazil
2020-03-12	265	United Kingdom
2020-03-12	11	Netherlands
2020-03-12	88	USA
2020-03-12	6	Spain
2020-03-12	19	Switzerland
2020-03-12	2	Brazil
2020-03-12	8	Austria
2020-03-12	5	Denmark
2020-03-12	16	Australia
2020-03-11	26	Netherlands
2020-03-11	60	USA
2020-03-11	198	United Kingdom
2020-03-11	6	Germany
2020-03-11	17	Spain
2020-03-11	21	Australia
2020-03-11	20	Austria
2020-03-11	60	Denmark
2020-03-11	36	Switzerland
2020-03-10	23	Netherlands
2020-03-10	51	USA
2020-03-10	1	Peru
2020-03-10	1	State of Palestine
2020-03-10	17	Switzerland
2020-03-10	12	Austria
2020-03-10	13	Spain
2020-03-10	90	Denmark
2020-03-10	2	Germany
2020-03-10	4	Brazil
2020-03-10	24	Australia
2020-03-10	142	United Kingdom
2020-03-09	27	USA
2020-03-09	97	United Kingdom
2020-03-09	12	Switzerland
2020-03-09	1	Spain
2020-03-09	10	Australia
2020-03-09	52	Netherlands
2020-03-09	73	Denmark
2020-03-09	19	Austria
2020-03-09	5	Brazil
2020-03-08	24	Denmark
2020-03-08	4	France
2020-03-08	7	Austria
2020-03-08	22	USA
2020-03-08	21	Netherlands
2020-03-08	3	Brazil
2020-03-08	2	Switzerland
2020-03-08	68	United Kingdom
2020-03-08	2	Spain
2020-03-08	1	China
2020-03-08	11	Australia
2020-03-07	62	United Kingdom
2020-03-07	11	Spain
2020-03-07	4	France
2020-03-07	8	Austria
2020-03-07	46	USA
2020-03-07	3	Switzerland
2020-03-07	1	State of Palestine
2020-03-07	3	Australia
2020-03-07	8	Netherlands
2020-03-07	2	South Africa
2020-03-07	3	Denmark
2020-03-06	7	Australia
2020-03-06	2	Spain
2020-03-06	10	Austria
2020-03-06	20	USA
2020-03-06	92	United Kingdom
2020-03-06	4	France
2020-03-06	2	Brazil
2020-03-06	11	Switzerland
2020-03-06	22	Netherlands
2020-03-06	2	Denmark
2020-03-05	8	Spain
2020-03-05	7	Netherlands
2020-03-05	100	United Kingdom
2020-03-05	1	Brazil
2020-03-05	29	USA
2020-03-05	6	Austria
2020-03-05	6	Australia
2020-03-05	10	Switzerland
2020-03-04	13	Netherlands
2020-03-04	8	France
2020-03-04	3	State of Palestine
2020-03-04	2	Spain
2020-03-04	5	Australia
2020-03-04	116	United Kingdom
2020-03-04	5	Austria
2020-03-04	1	Denmark
2020-03-04	4	Switzerland
2020-03-04	13	USA
2020-03-03	4	Denmark
2020-03-03	109	United Kingdom
2020-03-03	2	Germany
2020-03-03	4	Spain
2020-03-03	28	Netherlands
2020-03-03	8	Austria
2020-03-03	3	Australia
2020-03-03	5	Switzerland
2020-03-03	5	USA
2020-03-02	5	Australia
2020-03-02	1	Switzerland
2020-03-02	4	Denmark
2020-03-02	17	Netherlands
2020-03-02	89	United Kingdom
2020-03-02	1	Austria
2020-03-02	1	USA
2020-03-01	68	United Kingdom
2020-03-01	189	USA
2020-03-01	9	Netherlands
2020-03-01	2	Israel
2020-03-01	8	South Korea
2020-03-01	20	Qatar
2020-03-01	4	Italy
2020-03-01	68	Czech Republic
2020-02-29	34	United Kingdom
2020-02-29	3	USA
2020-02-29	4	Netherlands
2020-02-28	2	Switzerland
2020-02-28	35	United Kingdom
2020-02-28	3	Australia
2020-02-28	3	Austria
2020-02-28	6	Germany
2020-02-28	2	Netherlands
2020-02-28	3	USA
2020-02-27	1	Austria
2020-02-27	5	USA
2020-02-27	31	United Kingdom
2020-02-27	1	Cambodia
2020-02-27	6	Germany
2020-02-26	2	Switzerland
2020-02-26	2	Austria
2020-02-26	11	United Kingdom
2020-02-26	1	Canada
2020-02-26	6	Germany
2020-02-25	2	Germany
2020-02-25	2	USA
2020-02-25	10	United Kingdom
2020-02-24	2	Australia
2020-02-24	7	USA
2020-02-24	1	Canada
2020-02-24	1	Netherlands
2020-02-24	1	Austria
2020-02-24	7	United Kingdom
2020-02-23	2	USA
2020-02-23	2	United Kingdom
2020-02-23	1	Australia
2020-02-22	5	USA
2020-02-22	1	China
2020-02-22	2	Australia
2020-02-21	2	Australia
2020-02-21	7	USA
2020-02-20	2	United Kingdom
2020-02-20	7	USA
2020-02-19	1	Netherlands
2020-02-19	2	United Kingdom
2020-02-18	2	United Kingdom
2020-02-18	13	USA
2020-02-17	9	China
2020-02-17	14	USA
2020-02-16	6	United Kingdom
2020-02-15	2	China
2020-02-15	1	USA
2020-02-15	4	United Kingdom
2020-02-14	4	United Kingdom
2020-02-14	16	China
2020-02-14	10	USA
2020-02-13	4	United Kingdom
2020-02-12	1	China
2020-02-11	2	USA
2020-02-11	5	China
2020-02-10	4	Australia
2020-02-10	11	United Kingdom
2020-02-10	2	USA
2020-02-10	1	China
2020-02-09	3	USA
2020-02-09	3	China
2020-02-09	3	United Kingdom
2020-02-08	1	USA
2020-02-08	2	Australia
2020-02-08	2	United Kingdom
2020-02-08	6	China
2020-02-07	5	USA
2020-02-07	7	China
2020-02-06	2	USA
2020-02-06	21	China
2020-02-05	8	China
2020-02-05	2	USA
2020-02-05	1	United Kingdom
2020-02-04	21	China
2020-02-04	2	USA
2020-02-03	5	United Kingdom
2020-02-02	1	Australia
2020-02-02	1	USA
2020-02-02	1	Hong Kong
2020-02-02	21	China
2020-02-01	1	USA
2020-02-01	1	Israel
2020-02-01	2	South Korea
2020-02-01	6	Canada
2020-02-01	20	China
2020-02-01	2	Brazil
2020-01-31	3	USA
2020-01-31	1	Australia
2020-01-31	9	China
2020-01-31	1	Hong Kong
2020-01-30	15	China
2020-01-30	2	Hong Kong
2020-01-30	4	Australia
2020-01-30	1	USA
2020-01-29	2	Hong Kong
2020-01-29	4	USA
2020-01-29	4	China
2020-01-29	1	United Kingdom
2020-01-28	6	Germany
2020-01-28	7	China
2020-01-27	1	China
2020-01-27	1	United Kingdom
2020-01-27	3	Hong Kong
2020-01-27	1	USA
2020-01-26	3	USA
2020-01-25	3	China
2020-01-25	2	Australia
2020-01-25	3	USA
2020-01-24	3	Hong Kong
2020-01-24	5	Australia
2020-01-23	2	Canada
2020-01-23	1	Hong Kong
2020-01-23	2	USA
2020-01-19	31	USA
2020-01-18	2	China
2020-01-17	1	China
2020-01-13	1	Nepal
2020-01-10	6	United Kingdom
2020-01-08	1	China
2020-01-04	2	South Africa
2020-01-01	411	Australia
2020-01-01	107	China
2020-01-01	47	USA
2020-01-01	347	Italy
2020-01-01	6	Portugal
2020-01-01	1	Timor-Leste
2020-01-01	16	Netherlands
2020-01-01	153	Germany
2020-01-01	5	Canada
2020-01-01	1117	United Kingdom
2019-12-30	19	China
2019-11-30	10	Poland
2016-05-01	138	USA
1992-01-30	1	USA
