collection_date	submissions	country
2020-03-20	4	Peru
2020-03-20	1	Guatemala
2020-03-20	2	Italy
2020-03-20	2	Taiwan
2020-03-20	1	Hong Kong
2020-03-20	1	Saudi Arabia
2020-03-20	4	Russia
2020-03-20	1	Guam
2020-03-20	2	Lebanon
2020-03-20	1	Brazil
2020-03-20	9	Iran
2020-03-20	57	Australia
2020-03-20	2	Malaysia
2020-03-20	3	Japan
2020-03-20	6	Germany
2020-03-20	1	Czech Republic
2020-03-20	1	Belize
2020-03-20	4	Kazakhstan
2020-03-19	3	Peru
2020-03-19	1	Guatemala
2020-03-19	1	Cuba
2020-03-19	38	Australia
2020-03-19	2	Czech Republic
2020-03-19	1	Lebanon
2020-03-19	3	Greece
2020-03-19	2	Jordan
2020-03-19	1	France
2020-03-19	373	USA
2020-03-19	1	Thailand
2020-03-19	1	Chile
2020-03-19	1	Sri Lanka
2020-03-19	5	Germany
2020-03-19	1	Japan
2020-03-19	1	United Kingdom
2020-03-18	1	Japan
2020-03-18	3	Russia
2020-03-18	2	Hong Kong
2020-03-18	2	Thailand
2020-03-18	1	Chile
2020-03-18	2	Czech Republic
2020-03-18	1	Iran
2020-03-18	1	Venezuela
2020-03-18	1	Lebanon
2020-03-18	1	United Kingdom
2020-03-18	6	Peru
2020-03-18	470	USA
2020-03-18	9	Greece
2020-03-18	2	Saudi Arabia
2020-03-18	3	Germany
2020-03-18	38	Australia
2020-03-18	4	Taiwan
2020-03-18	2	Tunisia
2020-03-18	1	Guatemala
2020-03-18	1	Malaysia
2020-03-18	1	Italy
2020-03-18	2	China
2020-03-18	1	Brazil
2020-03-17	6	Peru
2020-03-17	3	Greece
2020-03-17	20	Thailand
2020-03-17	542	USA
2020-03-17	2	Chile
2020-03-17	1	Czech Republic
2020-03-17	2	Germany
2020-03-17	1	Kenya
2020-03-17	1	Turkey
2020-03-17	24	Australia
2020-03-17	5	Taiwan
2020-03-17	1	Jamaica
2020-03-17	1	Japan
2020-03-17	1	Guatemala
2020-03-17	5	Jordan
2020-03-16	17	Australia
2020-03-16	1	Sri Lanka
2020-03-16	1	Tunisia
2020-03-16	1	Gabon
2020-03-16	1	Venezuela
2020-03-16	1	Pakistan
2020-03-16	4	Peru
2020-03-16	7	Germany
2020-03-16	5	Jordan
2020-03-16	1	Zambia
2020-03-16	26	Thailand
2020-03-16	3	Jamaica
2020-03-16	1	Taiwan
2020-03-16	3	Hong Kong
2020-03-16	1	Saudi Arabia
2020-03-16	692	USA
2020-03-16	1	Russia
2020-03-16	1	India
2020-03-16	6	Greece
2020-03-15	12	Australia
2020-03-15	1	Venezuela
2020-03-15	2	Spain
2020-03-15	4	Guatemala
2020-03-15	9	Germany
2020-03-15	1	Greece
2020-03-15	426	USA
2020-03-15	12	Saudi Arabia
2020-03-15	10	Thailand
2020-03-15	2	Chile
2020-03-14	391	USA
2020-03-14	25	Thailand
2020-03-14	1	Saudi Arabia
2020-03-14	1	Chile
2020-03-14	1	Gabon
2020-03-14	1	Jamaica
2020-03-14	12	Australia
2020-03-14	2	Peru
2020-03-14	2	Taiwan
2020-03-14	10	Greece
2020-03-14	6	Germany
2020-03-14	2	Hong Kong
2020-03-14	1	Malaysia
2020-03-13	1	Guatemala
2020-03-13	2	Germany
2020-03-13	4	Greece
2020-03-13	385	USA
2020-03-13	1	Saudi Arabia
2020-03-13	2	Taiwan
2020-03-13	1	Uruguay
2020-03-13	1	Brazil
2020-03-13	1	Peru
2020-03-13	11	Australia
2020-03-13	1	Egypt
2020-03-13	2	Japan
2020-03-13	6	Thailand
2020-03-12	3	Japan
2020-03-12	8	Greece
2020-03-12	7	Thailand
2020-03-12	186	USA
2020-03-12	1	Serbia
2020-03-12	1	Hong Kong
2020-03-12	1	Pakistan
2020-03-12	1	Chile
2020-03-12	13	Australia
2020-03-11	10	Greece
2020-03-11	1	Thailand
2020-03-11	1	Colombia
2020-03-11	1	Belgium
2020-03-11	12	Australia
2020-03-11	1	Peru
2020-03-11	1	India
2020-03-11	93	USA
2020-03-11	1	Japan
2020-03-11	6	Germany
2020-03-11	2	Jamaica
2020-03-11	1	Spain
2020-03-10	11	Greece
2020-03-10	5	Spain
2020-03-10	2	Germany
2020-03-10	2	China
2020-03-10	1	Gabon
2020-03-10	5	Thailand
2020-03-10	72	USA
2020-03-10	2	Japan
2020-03-10	1	France
2020-03-10	1	Taiwan
2020-03-10	1	Peru
2020-03-10	25	Iran
2020-03-10	1	Sri Lanka
2020-03-10	12	Australia
2020-03-09	1	Jamaica
2020-03-09	2	Italy
2020-03-09	1	Netherlands
2020-03-09	4	Greece
2020-03-09	63	USA
2020-03-09	2	Iran
2020-03-09	1	Saudi Arabia
2020-03-09	1	Taiwan
2020-03-09	5	Australia
2020-03-09	6	Spain
2020-03-09	2	Japan
2020-03-08	1	Japan
2020-03-08	1	Hong Kong
2020-03-08	1	Italy
2020-03-08	1	Greece
2020-03-08	2	Spain
2020-03-08	2	Australia
2020-03-08	47	USA
2020-03-07	2	Greece
2020-03-07	70	USA
2020-03-07	1	South Africa
2020-03-07	1	Italy
2020-03-07	3	Australia
2020-03-06	38	USA
2020-03-06	1	Australia
2020-03-06	1	Italy
2020-03-06	1	China
2020-03-06	2	Spain
2020-03-05	70	USA
2020-03-05	1	Taiwan
2020-03-05	2	Australia
2020-03-05	2	Italy
2020-03-05	1	Greece
2020-03-05	1	Spain
2020-03-05	1	Iran
2020-03-04	1	Pakistan
2020-03-04	4	Italy
2020-03-04	34	USA
2020-03-04	2	Spain
2020-03-03	31	USA
2020-03-03	1	Iran
2020-03-03	1	Australia
2020-03-03	1	Netherlands
2020-03-03	1	Thailand
2020-03-03	1	Germany
2020-03-02	3	Spain
2020-03-02	32	USA
2020-03-02	2	Uzbekistan
2020-03-01	1	Saudi Arabia
2020-03-01	1	Israel
2020-03-01	15	Japan
2020-03-01	10	Iran
2020-03-01	1	Thailand
2020-03-01	13	Italy
2020-03-01	1	Belize
2020-03-01	81	France
2020-03-01	1	Nigeria
2020-03-01	1	Hong Kong
2020-03-01	1	India
2020-03-01	218	USA
2020-02-29	31	USA
2020-02-29	3	Iran
2020-02-29	2	India
2020-02-29	2	South Korea
2020-02-29	1	Taiwan
2020-02-28	2	Iran
2020-02-28	4	Italy
2020-02-28	1	China
2020-02-28	3	Germany
2020-02-28	21	USA
2020-02-28	1	Brazil
2020-02-27	4	Spain
2020-02-27	1	China
2020-02-27	7	USA
2020-02-27	1	Saudi Arabia
2020-02-27	1	South Korea
2020-02-27	1	Nigeria
2020-02-27	2	Taiwan
2020-02-27	3	Germany
2020-02-26	3	Italy
2020-02-26	1	Hong Kong
2020-02-26	1	Taiwan
2020-02-26	3	Germany
2020-02-26	1	Spain
2020-02-26	1	Saudi Arabia
2020-02-26	4	USA
2020-02-26	5	Iran
2020-02-25	1	Germany
2020-02-25	7	China
2020-02-25	2	USA
2020-02-25	2	Italy
2020-02-25	3	Thailand
2020-02-25	1	Sweden
2020-02-25	1	Hong Kong
2020-02-24	3	China
2020-02-24	1	Hong Kong
2020-02-24	1	Saudi Arabia
2020-02-24	1	Australia
2020-02-24	7	USA
2020-02-24	1	Iran
2020-02-23	1	USA
2020-02-23	1	Italy
2020-02-23	1	Saudi Arabia
2020-02-22	1	Australia
2020-02-22	1	Thailand
2020-02-22	1	Iran
2020-02-22	2	USA
2020-02-21	2	Australia
2020-02-21	7	USA
2020-02-20	1	Iran
2020-02-20	1	Saudi Arabia
2020-02-20	3	USA
2020-02-19	1	Italy
2020-02-18	2	Saudi Arabia
2020-02-18	1	China
2020-02-18	6	USA
2020-02-17	1	Saudi Arabia
2020-02-17	1	Iran
2020-02-17	8	USA
2020-02-16	1	Saudi Arabia
2020-02-16	2	China
2020-02-15	2	China
2020-02-14	1	Japan
2020-02-13	1	China
2020-02-13	2	Saudi Arabia
2020-02-12	1	China
2020-02-11	1	USA
2020-02-10	4	Viet Nam
2020-02-10	2	Saudi Arabia
2020-02-10	1	USA
2020-02-09	1	Iran
2020-02-09	1	China
2020-02-09	1	Saudi Arabia
2020-02-08	1	China
2020-02-08	1	Australia
2020-02-08	1	Germany
2020-02-07	1	Sweden
2020-02-07	1	Thailand
2020-02-07	1	Germany
2020-02-06	1	USA
2020-02-06	5	China
2020-02-06	1	Philippines
2020-02-05	2	China
2020-02-05	1	Taiwan
2020-02-04	9	China
2020-02-04	1	Saudi Arabia
2020-02-04	1	Taiwan
2020-02-03	2	Belgium
2020-02-03	1	Saudi Arabia
2020-02-03	1	Thailand
2020-02-03	2	China
2020-02-03	1	Germany
2020-02-02	12	China
2020-02-02	1	Australia
2020-02-02	1	Hong Kong
2020-02-01	2	China
2020-02-01	1	Israel
2020-02-01	4	Australia
2020-02-01	3	Japan
2020-02-01	10	Germany
2020-02-01	1	Thailand
2020-02-01	4	Italy
2020-01-31	1	Italy
2020-01-31	1	Taiwan
2020-01-31	1	Hong Kong
2020-01-31	2	India
2020-01-31	1	USA
2020-01-31	3	China
2020-01-31	1	Australia
2020-01-31	5	Thailand
2020-01-30	1	Italy
2020-01-30	1	Germany
2020-01-30	2	Hong Kong
2020-01-30	1	India
2020-01-30	4	Australia
2020-01-30	2	China
2020-01-29	1	Finland
2020-01-29	1	Thailand
2020-01-29	5	China
2020-01-29	2	Hong Kong
2020-01-29	4	USA
2020-01-29	1	United Kingdom
2020-01-29	1	Italy
2020-01-29	1	Germany
2020-01-28	2	Germany
2020-01-28	1	USA
2020-01-28	7	China
2020-01-27	1	USA
2020-01-27	1	India
2020-01-27	3	China
2020-01-27	3	Hong Kong
2020-01-26	10	China
2020-01-26	1	Thailand
2020-01-26	2	Philippines
2020-01-25	9	China
2020-01-25	2	Australia
2020-01-25	1	Taiwan
2020-01-25	2	USA
2020-01-25	2	Thailand
2020-01-24	3	Malaysia
2020-01-24	1	Australia
2020-01-24	3	Hong Kong
2020-01-24	2	China
2020-01-23	1	Philippines
2020-01-23	7	China
2020-01-23	1	Hong Kong
2020-01-23	1	USA
2020-01-23	2	Thailand
2020-01-22	2	USA
2020-01-22	1	Hong Kong
2020-01-22	19	China
2020-01-22	2	Viet Nam
2020-01-21	1	USA
2020-01-21	5	China
2020-01-20	2	China
2020-01-19	5	USA
2020-01-17	2	China
2020-01-14	1	Italy
2020-01-13	1	Nepal
2020-01-13	1	Thailand
2020-01-11	1	China
2020-01-10	2	China
2020-01-08	1	China
2020-01-08	2	Thailand
2020-01-04	5	Thailand
2020-01-03	1	China
2020-01-02	2	China
2020-01-01	5	Japan
2020-01-01	1	Hong Kong
2020-01-01	4	Germany
2020-01-01	2	Italy
2020-01-01	426	Australia
2020-01-01	2	Timor-Leste
2020-01-01	1	South Korea
2020-01-01	8	India
2020-01-01	21	China
2020-01-01	38	USA
2019-12-31	1	China
2019-12-30	13	China
2019-12-26	2	China
2019-12-23	1	China
2019-12-18	3	Italy
2019-12-05	1	Italy
2019-12-01	1	China
